îNåéì˙,ìåãû,ê_åÀ,éDñy,ìﬂîe
2020/1/1,5.5,6.5,-5.8,17
2020/1/2,6.2,8.4,-4,17.9
2020/1/3,6.1,9.7,-2.5,18
2020/1/4,7.2,9.4,-5,18.7
2020/1/5,5.4,6.7,-4.7,19.2
2020/1/6,7.5,7.3,-0.9,19.9
2020/1/7,5.7,7.7,-0.9,21.9
2020/1/8,5.2,13,-2.7,19.4
2020/1/9,10.6,10.4,-1.6,17.7
2020/1/10,8.4,9.3,-2.7,18
2020/1/11,7,8.1,-1.6,19.8
2020/1/12,6.7,9,-1.3,19
2020/1/13,8.5,8.6,-2.5,17.5
2020/1/14,8.4,7.4,-2.7,19.1
2020/1/15,6.8,7.3,-3.4,18.2
2020/1/16,6.7,6.9,-2.9,20.5
2020/1/17,7.3,7.7,-2.7,19.3
2020/1/18,3.8,8.6,-3.7,16.3
2020/1/19,6.5,8,-3.2,16.4
2020/1/20,7.5,9.5,-0.8,16.9
2020/1/21,7.4,7.6,-2.2,17.6
2020/1/22,4.9,7.6,0.1,19.2
2020/1/23,6.1,10.6,0.3,20.8
2020/1/24,9.9,11.4,-3.9,21.7
2020/1/25,7.8,8.5,-5.4,23.1
2020/1/26,5,9.4,-5,22.5
2020/1/27,5.1,9.2,-1,21.2
2020/1/28,4.4,12.7,-2,18
2020/1/29,11.8,11.5,0.4,16.4
2020/1/30,11.7,8.5,2.5,14.8
2020/1/31,8.1,6.4,1.2,14.5
2020/2/1,7.9,7,-1.2,15.8
2020/2/2,8.7,7.7,-1.7,15.6
2020/2/3,9.3,8.4,-3.1,16.8
2020/2/4,7.9,7.5,-5.1,19.1
2020/2/5,7.6,7,-6.8,17.3
2020/2/6,2.9,2.8,-7.2,16.5
2020/2/7,2.4,3.3,-4.3,20.3
2020/2/8,6.2,7,-6.8,17.9
2020/2/9,3.9,3.7,-10.2,16
2020/2/10,4.6,5.6,-5.7,16
2020/2/11,6.3,6.9,-3.3,17.2
2020/2/12,8.7,9.9,2,21.5
2020/2/13,11.7,14.7,3.3,22.9
2020/2/14,12,12.1,2.3,23.7
2020/2/15,12.4,11.3,-0.9,23.8
2020/2/16,9.3,12.6,-4.2,19
2020/2/17,10.3,7.4,-0.7,13.6
2020/2/18,7.6,5.2,0.5,13.2
2020/2/19,8.1,7.4,-1.1,16
2020/2/20,9,8.7,-0.4,17.5
2020/2/21,10,9.5,-0.7,19.4
2020/2/22,12.5,10.9,2.1,19.5
2020/2/23,10.4,9.2,1.2,18.3
2020/2/24,9.8,8.8,0.1,19.4
2020/2/25,10.5,11.2,-0.1,22.5
2020/2/26,8.1,10.4,-1.3,21.9
2020/2/27,7,6.4,-2.6,20.2
2020/2/28,7,7,-2.1,19.7
2020/2/29,9.4,8.5,-3.4,22
2020/3/1,12,10.6,-1.3,22
2020/3/2,7.3,12.3,1.1,20.1
2020/3/3,11.3,10.5,0.2,19.8
2020/3/4,8.9,9.4,1,19.9
2020/3/5,9.2,7.2,0.6,15.4
2020/3/6,9.4,7.7,1.2,17.1
2020/3/7,7.3,9.4,1,19.6
2020/3/8,7.2,11,3.8,20.8
2020/3/9,13.1,12.4,5.6,22.7
2020/3/10,14.7,14.8,4.6,19.8
2020/3/11,15.3,12.5,2.9,17
2020/3/12,11.4,9.9,3.2,16.8
2020/3/13,12.5,11.5,1.6,18.6
2020/3/14,5.5,9.3,0.6,17.9
2020/3/15,7.1,8.4,0.7,16.1
2020/3/16,7.1,5.9,-0.6,17.7
2020/3/17,7.7,8.6,2.5,17.3
2020/3/18,11.9,12.9,5.7,19.9
2020/3/19,14.6,15.2,6.7,20.8
2020/3/20,14.5,12.7,6.2,19.5
2020/3/21,13.8,13.2,6.6,21.2
2020/3/22,16.8,15.5,5.9,23.7
2020/3/23,10.3,12.5,2.6,22.2
2020/3/24,8.2,9.9,1.9,20.8
2020/3/25,10,10,4.9,21.5
2020/3/26,13,14.2,5,22.9
2020/3/27,16.2,16.9,7.4,23.8
2020/3/28,15.5,13.6,4,22.7
2020/3/29,3.6,9.9,4,20.2
2020/3/30,7.6,11.1,5.6,22.4
2020/3/31,9.8,15.4,7.3,22.1
2020/4/1,11.4,14.2,9,20.5
2020/4/2,13.9,11.8,7,19.9
2020/4/3,12.8,11.7,6.4,20.9
2020/4/4,15.7,14.9,9.1,20
2020/4/5,10.2,10.4,5.2,19.6
2020/4/6,12.1,10.9,3.6,19.9
2020/4/7,12.4,12.3,5.3,17.6
2020/4/8,14.3,14.4,6.8,19.9
2020/4/9,13.3,13,4,18.7
2020/4/10,11.2,11.3,3.9,20.3
2020/4/11,11.4,11.1,4.5,20.9
2020/4/12,10.3,10.1,3.5,18.6
2020/4/13,8,11.1,5.6,17.4
2020/4/14,10.9,12.7,5.7,18.2
2020/4/15,13.8,13.4,4.8,19.6
2020/4/16,11.7,15,5,20.5
2020/4/17,12.4,15.8,7.2,21.1
2020/4/18,12.9,15.5,8.7,23.5
2020/4/19,14.7,15.3,11.5,23.7
2020/4/20,9.7,16.2,8.2,20.8
2020/4/21,14.2,16,9.6,19.6
2020/4/22,13.5,12.7,5.7,17.3
2020/4/23,11.9,11.5,3.9,17.9
2020/4/24,12.2,11.6,5.8,17.8
2020/4/25,12.7,14,6.9,19.5
2020/4/26,18.3,17.1,7.7,18.3
2020/4/27,12.8,15.4,6.2,19.5
2020/4/28,12.3,15.2,9.8,20.6
2020/4/29,15.1,16,9.7,21
2020/4/30,18,17.9,13,21.8
2020/5/1,19.9,19.4,14.3,22.8
2020/5/2,20.6,20.5,15.6,21.8
2020/5/3,20.7,19.2,17.4,24.1
2020/5/4,19.3,20.6,16.7,26
2020/5/5,21.3,22,8.1,26.2
2020/5/6,15.8,20.5,8.1,25.2
2020/5/7,16.5,17.6,9.7,24.7
2020/5/8,16.7,17.8,15.1,23.4
2020/5/9,18.3,18.7,15.7,24.6
2020/5/10,21.5,20.5,12.4,26.1
2020/5/11,22.9,21.6,13.9,25.2
2020/5/12,21.7,21.2,15.5,23.8
2020/5/13,22.3,21.1,14.6,24.1
2020/5/14,20.8,19.9,14.1,24
2020/5/15,21.5,19.9,15.9,26.6
2020/5/16,18.5,17.3,13,26.6
2020/5/17,21.6,20.7,11.6,27.1
2020/5/18,19.2,21.1,9.6,25.4
2020/5/19,17.7,20.8,11.4,23.4
2020/5/20,12.7,19.7,10,23.7
2020/5/21,12.7,18.2,11,20.7
2020/5/22,15.3,20.4,10.1,22.1
2020/5/23,18.4,22.3,12.8,23.3
2020/5/24,20.8,22.4,15,24.5
2020/5/25,21.6,22.3,15.3,25.2
2020/5/26,20.9,21.5,12.1,26
2020/5/27,21.4,21.6,12.7,26.3
2020/5/28,19.4,21.8,13.3,25.5
2020/5/29,20.7,22.6,17.8,25.5
2020/5/30,22,23,21.4,26.6
2020/5/31,21.3,20.9,19.9,27.1
2020/6/1,19.6,22.3,20.9,26.6
2020/6/2,22.3,23.9,19.9,27.5
2020/6/3,24,23.3,19.5,28.1
2020/6/4,23.5,24,19.2,28.5
2020/6/5,24.8,24.8,17.7,28.6
2020/6/6,24.2,25.1,14,28.1
2020/6/7,22,24.8,13.6,25
2020/6/8,23.2,23.6,14.8,25.2
2020/6/9,25.5,24.4,19.7,24.6
2020/6/10,26.2,24.8,22,27
2020/6/11,25.1,23.3,21.6,28.5
2020/6/12,26.2,24.1,21.4,28.9
2020/6/13,21.3,23.9,21.7,29
2020/6/14,21.7,24.6,21.3,29.2
2020/6/15,25.9,26.3,20.4,29
2020/6/16,25.5,25.4,17.6,29
2020/6/17,23.6,24.2,15.6,29.2
2020/6/18,22.1,21,16.4,29.4
2020/6/19,18.7,20.8,15.3,29.6
2020/6/20,22.9,22.7,14.9,29.3
2020/6/21,21.9,23.7,15.9,29.2
2020/6/22,19.2,25.8,16.7,27.6
2020/6/23,22.3,25.9,19.7,28.1
2020/6/24,22.5,25.6,20.3,28.6
2020/6/25,20.2,25.2,17.5,27.1
2020/6/26,24.7,26.2,17.2,26.5
2020/6/27,25.5,26.1,18.3,27.4
2020/6/28,22.2,24.2,17.8,29
2020/6/29,24.9,25.1,16.8,29.4
2020/6/30,24.6,24.1,19.8,29.8
2020/7/1,25.1,24.4,20.7,27.7
2020/7/2,25.9,24.2,18.3,27.9
2020/7/3,23.8,22.3,19.7,28.7
2020/7/4,23.8,23.8,19.5,29.2
2020/7/5,24.9,24.9,20.8,29.4
2020/7/6,24.8,24.7,22,29.9
2020/7/7,27.2,24.9,21.9,29.8
2020/7/8,26,24.6,21.8,29.7
2020/7/9,23.7,25.2,23.4,29.7
2020/7/10,25.3,25.5,23.1,30.1
2020/7/11,27.5,25.4,20.8,30.3
2020/7/12,26,25.7,21,30.1
2020/7/13,21,21.6,20,30.4
2020/7/14,22.3,24.7,20.6,29.8
2020/7/15,20.4,24.7,20.6,29.8
2020/7/16,20.7,25.3,20,28.3
2020/7/17,19.3,25.1,20.6,26.2
2020/7/18,20.4,25.8,21.4,27.8
2020/7/19,24.3,27.2,22.3,29.1
2020/7/20,26.9,28,23.9,29.7
2020/7/21,25.5,28.9,21.6,29.3
2020/7/22,26.6,28.3,22.7,29.3
2020/7/23,23.2,27.3,20.8,29.6
2020/7/24,24.5,26.3,20.6,29.8
2020/7/25,25.1,25.1,21.3,28.9
2020/7/26,25.6,25.4,21.7,28.5
2020/7/27,26.3,26.2,19.2,29.1
2020/7/28,26.7,26.7,21.3,29.6
2020/7/29,22.9,28.1,21.6,30
2020/7/30,23.2,27.4,22.1,29.9
2020/7/31,24.8,28.2,22.6,30
2020/8/1,26.1,28.4,24.4,30
2020/8/2,26.3,28.6,24.3,29.8
2020/8/3,27.2,28.2,23.2,30.1
2020/8/4,28.3,28.7,25.5,30.1
2020/8/5,29.1,29,26.2,30.4
2020/8/6,28.5,28.7,24.6,30.4
2020/8/7,29.5,28.8,22.7,30.3
2020/8/8,28.1,28.6,20.2,29.2
2020/8/9,28.7,29.1,22.5,27.2
2020/8/10,30.5,30.1,23.1,29.4
2020/8/11,31.7,29.4,26.9,29.7
2020/8/12,30,30.2,27.1,30.2
2020/8/13,29.4,30.9,24.2,30.3
2020/8/14,29.4,30.7,20.2,30.2
2020/8/15,31,31.7,23.1,30
2020/8/16,31.2,32.1,23.2,30
2020/8/17,30.8,32.4,23.7,30.2
2020/8/18,30.3,31.5,24,30.5
2020/8/19,29,30.4,27.4,30.3
2020/8/20,29.7,30.6,21.9,30.5
2020/8/21,30.1,30.6,19.9,30.3
2020/8/22,29.3,30,20.4,29.1
2020/8/23,25.6,29.8,20.9,27.2
2020/8/24,27.2,29.6,23.1,27.3
2020/8/25,27.8,30.2,23.7,29.2
2020/8/26,28.8,30.2,26.3,26.4
2020/8/27,29.3,30,26.3,27.6
2020/8/28,30.2,30,27.3,28.6
2020/8/29,30.3,30.6,22.8,29.5
2020/8/30,30,30.3,16.1,29.6
2020/8/31,27.5,30.7,17.4,28.2
2020/9/1,24.9,30.6,19.7,27.6
2020/9/2,26.8,29.5,21.8,29
2020/9/3,28.4,29.6,23.3,28.7
2020/9/4,29.3,28.5,25.5,28.2
2020/9/5,28.6,29.3,25,27
2020/9/6,25.7,28.3,24.4,26.1
2020/9/7,26.7,27.9,25.7,27.6
2020/9/8,29.5,28.3,27.5,28
2020/9/9,29,25.7,26.6,27.1
2020/9/10,27.7,25.5,22.7,28.1
2020/9/11,28.3,27.2,21.3,28.6
2020/9/12,23.7,28.4,17.4,28.7
2020/9/13,23.3,26.9,15.2,28.5
2020/9/14,23.4,24.6,16.6,28.1
2020/9/15,23.8,24.9,18.5,28.5
2020/9/16,24,25.8,20.9,28.7
2020/9/17,24.9,27,21.8,29
2020/9/18,29,26.9,20.1,29.7
2020/9/19,24.7,25.2,20.2,28.9
2020/9/20,22.2,23.7,18.8,26.8
2020/9/21,22,23.7,18.1,27.2
2020/9/22,22.5,24.1,18,27.4
2020/9/23,20.2,26,18.4,27.5
2020/9/24,19,24.9,17.9,27.7
2020/9/25,19.4,22,15.5,27.4
2020/9/26,18.5,22.9,16,26.8
2020/9/27,19.7,22.5,16.2,25
2020/9/28,21.5,22.2,15.2,26.2
2020/9/29,19.7,23.3,16.8,26.6
2020/9/30,20,22.9,17.4,25.9
2020/10/1,19.5,22.4,16.9,26.4
2020/10/2,21,22.3,16.8,27.6
2020/10/3,21.7,23.4,18.8,27.7
2020/10/4,22,23.9,15.7,27.8
2020/10/5,21.7,22.5,15.3,27.4
2020/10/6,21,20.1,14,26.1
2020/10/7,18.3,20.5,14.2,26
2020/10/8,14.7,17.1,13.4,25.8
2020/10/9,14.5,19,12.6,26.4
2020/10/10,16,22.3,13.7,27.4
2020/10/11,19.8,22.6,16.7,27.1
2020/10/12,21.5,22.8,17.3,26.8
2020/10/13,22.1,22.5,14.5,25.9
2020/10/14,20.3,21,11.3,26.1
2020/10/15,16.8,19.7,9.2,26.7
2020/10/16,16.1,19.5,10.2,26.7
2020/10/17,12.7,13.7,11.6,26.3
2020/10/18,14.3,15.4,13.4,26
2020/10/19,13.1,16.1,13,26.5
2020/10/20,15.6,17.7,12.2,27.2
2020/10/21,16,19.4,12.2,27
2020/10/22,17.4,20.3,16.9,24.2
2020/10/23,16.8,18.5,16,22.4
2020/10/24,17.3,15.9,9.8,22.4
2020/10/25,15.5,15.3,9.8,22.9
2020/10/26,16.2,16.7,10.5,23.9
2020/10/27,16.7,16.9,9.5,24.6
2020/10/28,16.6,17,11.2,25.2
2020/10/29,17.3,17.4,10.4,25.3
2020/10/30,14.9,14.9,8.7,23.8
2020/10/31,13.8,14.5,9.5,24.1
2020/11/1,14.3,17.9,12.2,24.9
2020/11/2,15.6,17,13.7,24.5
2020/11/3,14.8,15.6,7.9,23.7
2020/11/4,13.7,12.4,4.4,22.1
2020/11/5,13.4,13.4,8.2,24
2020/11/6,12.8,16.3,12.8,26.6
2020/11/7,15.5,17.8,14.1,26.1
2020/11/8,17.3,17.7,8.4,24.7
2020/11/9,13.5,13.7,2.9,22.3
2020/11/10,11.9,12.4,2.2,21.7
2020/11/11,11.9,11.8,2,22.7
2020/11/12,10.2,13.3,4.3,22.8
2020/11/13,13.7,15.5,8.4,22.2
2020/11/14,14.7,15.2,6.3,23.3
2020/11/15,13.4,15.5,6.4,24.8
2020/11/16,14.7,17.8,8.3,24.6
2020/11/17,15.2,17.6,6.2,24.7
2020/11/18,15.8,19.2,9.7,24.9
2020/11/19,19.1,20.8,9.4,25.7
2020/11/20,21.9,20.9,11.5,24.7
2020/11/21,16.6,14.2,5.2,24.2
2020/11/22,15,14.4,4.6,23.6
2020/11/23,15.5,14.8,2.2,22.7
2020/11/24,11.8,12.7,3,21.8
2020/11/25,10.5,12.6,4.5,23.1
2020/11/26,12.8,13.6,3.8,22.6
2020/11/27,11.6,15,2.3,22.8
2020/11/28,11.8,11.5,1.7,20.5
2020/11/29,10.1,10.8,2.3,20
2020/11/30,9.9,11.2,0.8,20.3
2020/12/1,10.2,11.4,-1,21
2020/12/2,8.2,11.4,0.1,22
2020/12/3,8.1,11.7,0.4,20.2
2020/12/4,9.2,11,0.8,17.8
2020/12/5,6.6,11.2,3.3,18.9
2020/12/6,8.2,10.5,3.6,20.7
2020/12/7,9.7,11.6,2.3,22.3
2020/12/8,11.4,12.2,0.9,21.1
2020/12/9,9.8,10.6,1.8,19.4
2020/12/10,9.3,11.1,2.9,21
2020/12/11,10.2,12.7,2.9,22.6
2020/12/12,11.4,13.2,1.5,21
2020/12/13,9.9,10.4,-1.9,19.9
2020/12/14,8.5,8.8,-4,18.8
2020/12/15,6.1,4.8,-4.9,16.4
2020/12/16,4.6,3.9,-4,16.3
2020/12/17,4.3,4.2,-4.1,16.5
2020/12/18,6.1,7,-2.6,18.2
2020/12/19,5.8,6.2,-7.3,18.3
2020/12/20,4.4,5.4,-6.6,16.9
2020/12/21,5.3,6.5,-3.1,16.5
2020/12/22,5.6,8.1,0.8,19.4
2020/12/23,7.7,8.6,1.3,19.6
2020/12/24,8,8.2,2.3,20.1
2020/12/25,8.7,7.9,-1.2,18.6
2020/12/26,6.4,7.1,-5.3,18.6
2020/12/27,7.8,8,-3.7,21.2
2020/12/28,8.5,9.3,-3.2,20.9
2020/12/29,8.7,9.5,-4.2,21.7
2020/12/30,6.9,7.4,-7.2,15.8
2020/12/31,3.4,3,-9.3,12.5
